date,market,ticker,community,ari_stability
2010-07-06,sp500,A,0,1.0
2010-07-06,sp500,AAPL,0,1.0
2010-07-06,sp500,ABT,0,1.0
2010-07-06,sp500,ACGL,0,1.0
2010-07-06,sp500,ACN,0,1.0
2010-07-06,sp500,ADBE,0,1.0
2010-07-06,sp500,ADI,0,1.0
2010-07-06,sp500,ADM,0,1.0
2010-07-06,sp500,ADP,0,1.0
2010-07-06,sp500,ADSK,0,1.0
2010-07-06,sp500,AEE,0,1.0
2010-07-06,sp500,AEP,0,1.0
2010-07-06,sp500,AES,0,1.0
2010-07-06,sp500,AFL,0,1.0
2010-07-06,sp500,AIG,0,1.0
2010-07-06,sp500,AIZ,0,1.0
2010-07-06,sp500,AJG,0,1.0
2010-07-06,sp500,AKAM,0,1.0
2010-07-06,sp500,ALB,0,1.0
2010-07-06,sp500,ALGN,0,1.0
2010-07-06,sp500,ALL,0,1.0
2010-07-06,sp500,AMAT,0,1.0
2010-07-06,sp500,AMD,0,1.0
2010-07-06,sp500,AME,0,1.0
2010-07-06,sp500,AMGN,0,1.0
2010-07-06,sp500,AMP,0,1.0
2010-07-06,sp500,AMT,0,1.0
2010-07-06,sp500,AMZN,0,1.0
2010-07-06,sp500,AON,0,1.0
2010-07-06,sp500,AOS,0,1.0
2010-07-06,sp500,APA,0,1.0
2010-07-06,sp500,APD,0,1.0
2010-07-06,sp500,APH,0,1.0
2010-07-06,sp500,ARE,0,1.0
2010-07-06,sp500,ATO,0,1.0
2010-07-06,sp500,AVB,0,1.0
2010-07-06,sp500,AVGO,0,1.0
2010-07-06,sp500,AVY,0,1.0
2010-07-06,sp500,AWK,0,1.0
2010-07-06,sp500,AXON,0,1.0
2010-07-06,sp500,AXP,0,1.0
2010-07-06,sp500,AZO,0,1.0
2010-07-06,sp500,BA,0,1.0
2010-07-06,sp500,BAC,0,1.0
2010-07-06,sp500,BALL,0,1.0
2010-07-06,sp500,BAX,0,1.0
2010-07-06,sp500,BBY,0,1.0
2010-07-06,sp500,BDX,0,1.0
2010-07-06,sp500,BEN,0,1.0
2010-07-06,sp500,BF-B,0,1.0
2010-07-06,sp500,BG,0,1.0
2010-07-06,sp500,BIIB,0,1.0
2010-07-06,sp500,BKNG,0,1.0
2010-07-06,sp500,BKR,0,1.0
2010-07-06,sp500,BLDR,0,1.0
2010-07-06,sp500,BLK,0,1.0
2010-07-06,sp500,BMY,0,1.0
2010-07-06,sp500,BNY,0,1.0
2010-07-06,sp500,BR,0,1.0
2010-07-06,sp500,BRK-B,0,1.0
2010-07-06,sp500,BRO,0,1.0
2010-07-06,sp500,BSX,0,1.0
2010-07-06,sp500,BX,0,1.0
2010-07-06,sp500,BXP,0,1.0
2010-07-06,sp500,C,0,1.0
2010-07-06,sp500,CAG,0,1.0
2010-07-06,sp500,CAH,0,1.0
2010-07-06,sp500,CASY,0,1.0
2010-07-06,sp500,CAT,0,1.0
2010-07-06,sp500,CB,0,1.0
2010-07-06,sp500,CBRE,0,1.0
2010-07-06,sp500,CCI,0,1.0
2010-07-06,sp500,CCL,0,1.0
2010-07-06,sp500,CDNS,0,1.0
2010-07-06,sp500,CF,0,1.0
2010-07-06,sp500,CHD,0,1.0
2010-07-06,sp500,CHRW,0,1.0
2010-07-06,sp500,CHTR,0,1.0
2010-07-06,sp500,CI,0,1.0
2010-07-06,sp500,CIEN,0,1.0
2010-07-06,sp500,CINF,0,1.0
2010-07-06,sp500,CL,0,1.0
2010-07-06,sp500,CLX,0,1.0
2010-07-06,sp500,CMCSA,0,1.0
2010-07-06,sp500,CME,0,1.0
2010-07-06,sp500,CMG,0,1.0
2010-07-06,sp500,CMI,0,1.0
2010-07-06,sp500,CMS,0,1.0
2010-07-06,sp500,CNC,0,1.0
2010-07-06,sp500,CNP,0,1.0
2010-07-06,sp500,COF,0,1.0
2010-07-06,sp500,COHR,0,1.0
2010-07-06,sp500,COO,0,1.0
2010-07-06,sp500,COP,0,1.0
2010-07-06,sp500,COR,0,1.0
2010-07-06,sp500,COST,0,1.0
2010-07-06,sp500,CPB,0,1.0
2010-07-06,sp500,CPRT,0,1.0
2010-07-06,sp500,CPT,0,1.0
2010-07-06,sp500,CRH,0,1.0
2010-07-06,sp500,CRL,0,1.0
2010-07-06,sp500,CRM,0,1.0
2010-07-06,sp500,CSCO,0,1.0
2010-07-06,sp500,CSGP,0,1.0
2010-07-06,sp500,CSX,0,1.0
