date,market,ticker,community,ari_stability
2010-03-31,sp500,A,2,1.0
2010-03-31,sp500,ABT,4,1.0
2010-03-31,sp500,ACN,0,1.0
2010-03-31,sp500,ADBE,3,1.0
2010-03-31,sp500,AES,2,1.0
2010-03-31,sp500,AFL,3,1.0
2010-03-31,sp500,AKAM,0,1.0
2010-03-31,sp500,ALB,4,1.0
2010-03-31,sp500,AMD,2,1.0
2010-03-31,sp500,AOS,2,1.0
2010-03-31,sp500,APD,4,1.0
2010-03-31,sp500,TSN,0,1.0
2010-03-31,sp500,UDR,3,1.0
2010-03-31,sp500,ULTA,0,1.0
2010-03-31,sp500,USB,3,1.0
2010-03-31,sp500,WAT,2,1.0
2010-03-31,sp500,WDC,2,1.0
2010-03-31,sp500,WEC,2,1.0
2010-03-31,sp500,WELL,3,1.0
2010-03-31,sp500,WFC,3,1.0
2010-03-31,sp500,WM,2,1.0
2010-03-31,sp500,WMB,4,1.0
2010-03-31,sp500,WSM,0,1.0
2010-03-31,sp500,WST,2,1.0
2010-03-31,sp500,WTW,2,1.0
2010-03-31,sp500,WY,4,1.0
2010-03-31,sp500,WYNN,0,1.0
2010-03-31,sp500,XEL,2,1.0
2010-03-31,sp500,YUM,0,1.0
2010-03-31,sp500,ZBH,4,1.0
2010-04-01,sp500,A,0,0.42896562809762373
2010-04-01,sp500,ABT,4,0.42896562809762373
2010-04-01,sp500,ACN,0,0.42896562809762373
2010-04-01,sp500,ADBE,4,0.42896562809762373
2010-04-01,sp500,AES,1,0.42896562809762373
2010-04-01,sp500,AFL,4,0.42896562809762373
2010-04-01,sp500,AKAM,0,0.42896562809762373
2010-04-01,sp500,ALB,4,0.42896562809762373
2010-04-01,sp500,AMD,3,0.42896562809762373
2010-04-01,sp500,AOS,1,0.42896562809762373
2010-04-01,sp500,APD,4,0.42896562809762373
2010-04-01,sp500,TSN,0,0.42896562809762373
2010-04-01,sp500,UDR,4,0.42896562809762373
2010-04-01,sp500,ULTA,4,0.42896562809762373
2010-04-01,sp500,USB,4,0.42896562809762373
2010-04-01,sp500,WAT,1,0.42896562809762373
2010-04-01,sp500,WDC,3,0.42896562809762373
2010-04-01,sp500,WEC,1,0.42896562809762373
2010-04-01,sp500,WELL,4,0.42896562809762373
2010-04-01,sp500,WFC,4,0.42896562809762373
2010-04-01,sp500,WM,1,0.42896562809762373
2010-04-01,sp500,WMB,4,0.42896562809762373
2010-04-01,sp500,WSM,0,0.42896562809762373
2010-04-01,sp500,WST,1,0.42896562809762373
2010-04-01,sp500,WTW,0,0.42896562809762373
2010-04-01,sp500,WY,4,0.42896562809762373
2010-04-01,sp500,WYNN,0,0.42896562809762373
2010-04-01,sp500,XEL,1,0.42896562809762373
2010-04-01,sp500,YUM,0,0.42896562809762373
2010-04-01,sp500,ZBH,4,0.42896562809762373
2010-04-05,sp500,A,0,0.6377186180752994
2010-04-05,sp500,ABT,3,0.6377186180752994
2010-04-05,sp500,ACN,1,0.6377186180752994
2010-04-05,sp500,ADBE,3,0.6377186180752994
2010-04-05,sp500,AES,2,0.6377186180752994
2010-04-05,sp500,AFL,3,0.6377186180752994
2010-04-05,sp500,AKAM,1,0.6377186180752994
2010-04-05,sp500,ALB,4,0.6377186180752994
2010-04-05,sp500,AMD,0,0.6377186180752994
2010-04-05,sp500,AOS,2,0.6377186180752994
2010-04-05,sp500,APD,4,0.6377186180752994
2010-04-05,sp500,TSN,1,0.6377186180752994
2010-04-05,sp500,UDR,3,0.6377186180752994
2010-04-05,sp500,ULTA,4,0.6377186180752994
2010-04-05,sp500,USB,3,0.6377186180752994
2010-04-05,sp500,WAT,2,0.6377186180752994
2010-04-05,sp500,WDC,0,0.6377186180752994
2010-04-05,sp500,WEC,2,0.6377186180752994
2010-04-05,sp500,WELL,3,0.6377186180752994
2010-04-05,sp500,WFC,3,0.6377186180752994
2010-04-05,sp500,WM,2,0.6377186180752994
2010-04-05,sp500,WMB,4,0.6377186180752994
2010-04-05,sp500,WSM,1,0.6377186180752994
2010-04-05,sp500,WST,2,0.6377186180752994
2010-04-05,sp500,WTW,0,0.6377186180752994
2010-04-05,sp500,WY,4,0.6377186180752994
2010-04-05,sp500,WYNN,1,0.6377186180752994
2010-04-05,sp500,XEL,2,0.6377186180752994
2010-04-05,sp500,YUM,1,0.6377186180752994
2010-04-05,sp500,ZBH,4,0.6377186180752994
2010-04-06,sp500,A,1,0.6313502519299219
2010-04-06,sp500,ABT,3,0.6313502519299219
2010-04-06,sp500,ACN,0,0.6313502519299219
2010-04-06,sp500,ADBE,3,0.6313502519299219
2010-04-06,sp500,AES,1,0.6313502519299219
2010-04-06,sp500,AFL,0,0.6313502519299219
2010-04-06,sp500,AKAM,0,0.6313502519299219
2010-04-06,sp500,ALB,4,0.6313502519299219
2010-04-06,sp500,AMD,1,0.6313502519299219
2010-04-06,sp500,AOS,1,0.6313502519299219
2010-04-06,sp500,APD,4,0.6313502519299219
2010-04-06,sp500,TSN,0,0.6313502519299219
2010-04-06,sp500,UDR,3,0.6313502519299219
2010-04-06,sp500,ULTA,4,0.6313502519299219
2010-04-06,sp500,USB,3,0.6313502519299219
2010-04-06,sp500,WAT,1,0.6313502519299219
2010-04-06,sp500,WDC,1,0.6313502519299219
2010-04-06,sp500,WEC,1,0.6313502519299219
2010-04-06,sp500,WELL,3,0.6313502519299219
2010-04-06,sp500,WFC,3,0.6313502519299219
2010-04-06,sp500,WM,1,0.6313502519299219
2010-04-06,sp500,WMB,4,0.6313502519299219
2010-04-06,sp500,WSM,1,0.6313502519299219
2010-04-06,sp500,WST,1,0.6313502519299219
2010-04-06,sp500,WTW,1,0.6313502519299219
2010-04-06,sp500,WY,4,0.6313502519299219
2010-04-06,sp500,WYNN,0,0.6313502519299219
2010-04-06,sp500,XEL,1,0.6313502519299219
2010-04-06,sp500,YUM,0,0.6313502519299219
2010-04-06,sp500,ZBH,4,0.6313502519299219
2010-04-07,sp500,A,0,0.5321960489680471
2010-04-07,sp500,ABT,3,0.5321960489680471
2010-04-07,sp500,ACN,0,0.5321960489680471
2010-04-07,sp500,ADBE,3,0.5321960489680471
2010-04-07,sp500,AES,2,0.5321960489680471
2010-04-07,sp500,AFL,0,0.5321960489680471
2010-04-07,sp500,AKAM,0,0.5321960489680471
2010-04-07,sp500,ALB,4,0.5321960489680471
2010-04-07,sp500,AMD,1,0.5321960489680471
2010-04-07,sp500,AOS,2,0.5321960489680471
2010-04-07,sp500,APD,4,0.5321960489680471
2010-04-07,sp500,TSN,0,0.5321960489680471
2010-04-07,sp500,UDR,3,0.5321960489680471
2010-04-07,sp500,ULTA,0,0.5321960489680471
2010-04-07,sp500,USB,3,0.5321960489680471
2010-04-07,sp500,WAT,2,0.5321960489680471
2010-04-07,sp500,WDC,1,0.5321960489680471
2010-04-07,sp500,WEC,2,0.5321960489680471
2010-04-07,sp500,WELL,3,0.5321960489680471
2010-04-07,sp500,WFC,3,0.5321960489680471
2010-04-07,sp500,WM,2,0.5321960489680471
2010-04-07,sp500,WMB,4,0.5321960489680471
2010-04-07,sp500,WSM,0,0.5321960489680471
2010-04-07,sp500,WST,2,0.5321960489680471
2010-04-07,sp500,WTW,0,0.5321960489680471
2010-04-07,sp500,WY,4,0.5321960489680471
2010-04-07,sp500,WYNN,0,0.5321960489680471
2010-04-07,sp500,XEL,2,0.5321960489680471
2010-04-07,sp500,YUM,0,0.5321960489680471
2010-04-07,sp500,ZBH,4,0.5321960489680471
2010-04-08,sp500,A,3,0.7853522137655696
2010-04-08,sp500,ABT,4,0.7853522137655696
2010-04-08,sp500,ACN,3,0.7853522137655696
2010-04-08,sp500,ADBE,4,0.7853522137655696
2010-04-08,sp500,AES,2,0.7853522137655696
2010-04-08,sp500,AFL,4,0.7853522137655696
2010-04-08,sp500,AKAM,3,0.7853522137655696
2010-04-08,sp500,ALB,0,0.7853522137655696
2010-04-08,sp500,AMD,3,0.7853522137655696
2010-04-08,sp500,AOS,2,0.7853522137655696
2010-04-08,sp500,APD,0,0.7853522137655696
2010-04-08,sp500,TSN,3,0.7853522137655696
2010-04-08,sp500,UDR,4,0.7853522137655696
2010-04-08,sp500,ULTA,3,0.7853522137655696
2010-04-08,sp500,USB,4,0.7853522137655696
2010-04-08,sp500,WAT,2,0.7853522137655696
