date,market,ari_stability
2010-07-12,sp500,0.5306211723534558
2010-07-13,sp500,0.5980080090358353
2010-07-14,sp500,0.6246031099894163
2010-07-15,sp500,0.5663731516863266
2010-07-16,sp500,0.6206480177098007
2010-07-19,sp500,0.6650215268297806
2010-07-20,sp500,0.6802478210647905
2010-07-21,sp500,0.6244677582195689
2010-07-22,sp500,0.8427637981370777
2010-07-23,sp500,0.3696584356055005
2010-07-26,sp500,0.28992743583764286
2010-07-27,sp500,0.9405686038279533
2010-07-28,sp500,0.5700532700083435
2010-07-29,sp500,0.48120603015075375
2010-07-30,sp500,0.6709886547811994
2010-08-02,sp500,1.0
2010-08-03,sp500,0.20629103441822746
2010-08-04,sp500,0.583923174044458
2010-08-05,sp500,0.7616531642597159
2010-08-06,sp500,1.0
2010-08-09,sp500,0.6210501306723687
2010-08-10,sp500,0.4368288782270962
2010-08-11,sp500,0.34831460674157305
2010-08-12,sp500,0.5258703596845548
2010-08-13,sp500,0.5071568768251232
2010-08-16,sp500,0.8995489323706451
2010-08-17,sp500,0.8196367858031346
2010-08-18,sp500,0.44489956675856634
2010-08-19,sp500,0.6475537550638828
2010-08-20,sp500,0.7440566112745488
2010-08-23,sp500,0.5682799510214603
2010-08-24,sp500,0.4236614449380407
2010-08-25,sp500,0.31457684092580274
2010-08-26,sp500,0.42567785148451087
2010-08-27,sp500,0.10427841472405115
2010-08-30,sp500,0.7953519006398193
2010-08-31,sp500,0.43454397991267346
2010-09-01,sp500,0.36823145977471555
2010-09-02,sp500,0.6122889939230249
2010-09-03,sp500,0.43940520446096654
2010-09-07,sp500,0.5883224293297123
2010-09-08,sp500,0.5130627810347772
2010-09-09,sp500,0.4727588322434871
2010-09-10,sp500,0.5761152013858813
2010-09-13,sp500,0.5761152013858813
2010-09-14,sp500,0.9389769553517912
2010-09-15,sp500,0.36697975922741105
2010-09-16,sp500,0.4910632323559587
2010-09-17,sp500,0.8377306022788931
2010-09-20,sp500,0.7064022626470399
2010-09-21,sp500,0.40825910931174086
2010-09-22,sp500,0.254911838790932
2010-09-23,sp500,0.43497320993667804
2010-09-24,sp500,0.44412328475370433
2010-09-27,sp500,0.4518289630409639
2010-09-28,sp500,0.6548479970982295
2010-09-29,sp500,0.24180003169069877
2010-09-30,sp500,0.27282934131736525
2010-10-01,sp500,0.4891148668003437
2010-10-04,sp500,0.5679068087411956
2010-10-05,sp500,0.47885322634570376
2010-10-06,sp500,0.4392026860470058
2010-10-07,sp500,0.8315674610158752
2010-10-08,sp500,0.7755980367591787
2010-10-11,sp500,0.5578269708606279
2010-10-12,sp500,0.5703736343883428
2010-10-13,sp500,1.0
2010-10-14,sp500,0.3011294151499892
2010-10-15,sp500,0.3429400036251586
2010-10-18,sp500,0.538821328344247
2010-10-19,sp500,0.18223129877331315
2010-10-20,sp500,0.18328449918925838
2010-10-21,sp500,0.588119696292988
2010-10-22,sp500,0.6190774042220485
2010-10-25,sp500,0.42700036760200955
2010-10-26,sp500,0.45302049333832733
2010-10-27,sp500,0.314455656948222
2010-10-28,sp500,0.3520481237467774
2010-10-29,sp500,0.5142059451469864
2010-11-01,sp500,0.6365282178045468
2010-11-02,sp500,0.3370229536462583
2010-11-03,sp500,0.639646549872672
2010-11-04,sp500,0.32742440041710114
2010-11-05,sp500,0.28421052631578947
2010-11-08,sp500,0.45165257494235206
2010-11-09,sp500,0.2585953570379077
2010-11-10,sp500,0.4075721808607227
2010-11-11,sp500,0.6107125566656397
2010-11-12,sp500,0.42738043001316367
2010-11-15,sp500,1.0
2010-11-16,sp500,0.2548865801143004
2010-11-17,sp500,0.4113492051690038
2010-11-18,sp500,0.5175135430564709
2010-11-19,sp500,0.6556863537614308
2010-11-22,sp500,0.4705528587997766
2010-11-23,sp500,0.5169773829700193
2010-11-24,sp500,0.5321165675103358
2010-11-26,sp500,0.13148075412411625
2010-11-29,sp500,0.13171140939597314
2010-11-30,sp500,0.6499567847882455
2010-12-01,sp500,0.2919153553988063
2010-12-02,sp500,0.2119104669510841
2010-12-03,sp500,0.35850362656875434
2010-12-06,sp500,0.47141299267798725
2010-12-07,sp500,0.6259673258813414
2010-12-08,sp500,0.5361746166149215
2010-12-09,sp500,0.6093264248704663
2010-12-10,sp500,0.3626155426223896
2010-12-13,sp500,0.7349494032329363
2010-12-14,sp500,0.3440097957079332
2010-12-15,sp500,0.5407016348773842
2010-12-16,sp500,0.2589230855163939
2010-12-17,sp500,0.30611385475288083
2010-12-20,sp500,0.35900870730073675
2010-12-21,sp500,0.38777561825614904
2010-12-22,sp500,0.381124599449534
2010-12-23,sp500,0.4430677735100979
2010-12-27,sp500,0.5054487979369436
2010-12-28,sp500,1.0
2010-12-29,sp500,0.6902129679869777
2010-12-30,sp500,0.6588617521846292
2010-12-31,sp500,0.4577903682719547
2011-01-03,sp500,0.4378357337485403
2011-01-04,sp500,0.7257452018239667
2011-01-05,sp500,0.6933380331335918
2011-01-06,sp500,0.30351245872110477
2011-01-07,sp500,0.5205645161290322
2011-01-10,sp500,0.6005401755570561
2011-01-11,sp500,0.4554164537557486
2011-01-12,sp500,0.258000458260139
2011-01-13,sp500,0.5359787876017189
2011-01-14,sp500,0.2796096406920006
2011-01-18,sp500,0.3007144679765246
2011-01-19,sp500,0.30118041489138786
2011-01-20,sp500,0.44021895707288966
2011-01-21,sp500,0.6875673346261582
2011-01-24,sp500,0.2228357966542147
2011-01-25,sp500,0.47433405138443757
2011-01-26,sp500,0.333011528195809
2011-01-27,sp500,0.5731655290102389
2011-01-28,sp500,0.37476359785157726
2011-01-31,sp500,0.37397946475520993
2011-02-01,sp500,0.47876981688583015
2011-02-02,sp500,0.37393693575821013
2011-02-03,sp500,0.6662598081952921
2011-02-04,sp500,0.31508182220256525
2011-02-07,sp500,0.6285346008217192
2011-02-08,sp500,0.4213828585769858
2011-02-09,sp500,0.24961838692463298
2011-02-10,sp500,0.4171802626038357
2011-02-11,sp500,0.3753048284831735
2011-02-14,sp500,0.4481271210631482
2011-02-15,sp500,0.2795866317776821
2011-02-16,sp500,0.6099731015932133
2011-02-17,sp500,0.3783729258082413
2011-02-18,sp500,0.6208077811252657
2011-02-22,sp500,0.3069126370145701
2011-02-23,sp500,0.7573798260654011
2011-02-24,sp500,0.8594720939513141
2011-02-25,sp500,0.512794003618506
2011-02-28,sp500,0.45517757655154545
2011-03-01,sp500,0.5242001640689089
2011-03-02,sp500,1.0
2011-03-03,sp500,0.850669412976313
2011-03-04,sp500,0.850669412976313
2011-03-07,sp500,0.6368454773137632
2011-03-08,sp500,0.38133333333333336
2011-03-09,sp500,0.17971428571428572
2011-03-10,sp500,0.3219213671266093
2011-03-11,sp500,0.38224267211997276
2011-03-14,sp500,0.15881461774378303
2011-03-15,sp500,0.4414454547836797
2011-03-16,sp500,0.3206298604067043
2011-03-17,sp500,0.4090247452692867
2011-03-18,sp500,0.1660952914013853
2011-03-21,sp500,0.6843693114553764
2011-03-22,sp500,0.49188113728258775
2011-03-23,sp500,0.40896739130434784
2011-03-24,sp500,0.4729761623790418
2011-03-25,sp500,0.5480096070315295
2011-03-28,sp500,0.3947699270807141
2011-03-29,sp500,0.7070707070707071
2011-03-30,sp500,0.337149117835959
2011-03-31,sp500,0.2569037348375917
2011-04-01,sp500,0.3089193658204455
2011-04-04,sp500,0.4688822358627841
2011-04-05,sp500,0.45409511228533683
2011-04-06,sp500,0.6490756302521008
2011-04-07,sp500,0.5079767029627754
2011-04-08,sp500,0.3575818207803344
2011-04-11,sp500,0.8722466960352423
2011-04-12,sp500,0.2280917280917281
2011-04-13,sp500,0.5042517752257386
2011-04-14,sp500,0.39415041782729804
2011-04-15,sp500,0.5613592820409398
2011-04-18,sp500,0.6164359403932633
2011-04-19,sp500,0.5054747801112907
2011-04-20,sp500,0.7216
2011-04-21,sp500,0.5115508513575702
2011-04-25,sp500,0.6297012846308621
2011-04-26,sp500,0.3125770206596593
2011-04-27,sp500,0.9323834196891192
2011-04-28,sp500,0.25821217016693593
2011-04-29,sp500,0.6636771300448431
2011-05-02,sp500,0.49936628643852976
2011-05-03,sp500,0.32422553230375584
2011-05-04,sp500,0.7212878423834694
2011-05-05,sp500,0.4808682031774446
2011-05-06,sp500,0.5421490766433834
2011-05-09,sp500,0.5030097368824924
2011-05-10,sp500,0.4954610828449036
2011-05-11,sp500,0.6946511301417941
2011-05-12,sp500,0.6406938325991189
2011-05-13,sp500,0.2676342525399129
2011-05-16,sp500,0.25250596658711216
2011-05-17,sp500,0.6379525593008739
2011-05-18,sp500,0.26735627610901136
2011-05-19,sp500,0.5036652651651323
2011-05-20,sp500,0.9247600103779297
2011-05-23,sp500,0.9247600103779297
2011-05-24,sp500,0.5355045381740523
2011-05-25,sp500,0.88623067710986
2011-05-26,sp500,0.4506067761243205
2011-05-27,sp500,0.441678135679713
2011-05-31,sp500,0.8027898866608544
2011-06-01,sp500,0.5683206106870229
2011-06-02,sp500,0.6797078665101192
2011-06-03,sp500,0.6845768979769414
2011-06-06,sp500,0.687995469988675
2011-06-07,sp500,0.3304258594150847
2011-06-08,sp500,0.1898015750802939
2011-06-09,sp500,0.30377031598052967
2011-06-10,sp500,0.44979748454487317
2011-06-13,sp500,0.4365430947384783
2011-06-14,sp500,0.3153649419634074
2011-06-15,sp500,0.6323156506745106
2011-06-16,sp500,0.7544453852667231
2011-06-17,sp500,0.5868945868945868
2011-06-20,sp500,0.5384536400041072
2011-06-21,sp500,0.426280224700806
2011-06-22,sp500,0.6588704684597922
2011-06-23,sp500,0.5796767660723504
2011-06-24,sp500,0.5292644467118078
2011-06-27,sp500,0.6986931826927517
2011-06-28,sp500,0.26953084633667457
2011-06-29,sp500,0.2825795270308045
2011-06-30,sp500,0.6412826286910464
2011-07-01,sp500,0.4648548901191075
2011-07-05,sp500,0.4180751717218492
2011-07-06,sp500,0.46069377324595806
2011-07-07,sp500,1.0
2011-07-08,sp500,0.5715212377474534
2011-07-11,sp500,0.3531764343947085
2011-07-12,sp500,0.5579268292682927
2011-07-13,sp500,0.7598636142230881
2011-07-14,sp500,0.25923500130992927
2011-07-15,sp500,0.6519466811937148
2011-07-18,sp500,0.3140251337159207
2011-07-19,sp500,0.5030813166992334
2011-07-20,sp500,0.7045123726346434
2011-07-21,sp500,0.47954877134855833
2011-07-22,sp500,0.37088924380949984
2011-07-25,sp500,0.5345209567301171
2011-07-26,sp500,0.375721936364591
2011-07-27,sp500,0.4422406539247506
2011-07-28,sp500,0.6424797463895738
2011-07-29,sp500,0.4480064115407734
2011-08-01,sp500,0.32546187585840236
2011-08-02,sp500,0.8167163433779123
2011-08-03,sp500,0.9333060765574692
2011-08-04,sp500,0.18801968437128797
2011-08-05,sp500,0.23436086733321926
2011-08-08,sp500,0.42282666938838
2011-08-09,sp500,0.1446486007839256
2011-08-10,sp500,0.27503606785732054
2011-08-11,sp500,0.4732885370234848
2011-08-12,sp500,0.4628908871292444
2011-08-15,sp500,0.888817891373802
2011-08-16,sp500,0.5300472653612424
2011-08-17,sp500,0.558605437752049
2011-08-18,sp500,0.7930904994367255
2011-08-19,sp500,0.6937967443906731
2011-08-22,sp500,0.6921346900901184
2011-08-23,sp500,0.4249872393890612
2011-08-24,sp500,0.5969258441664622
2011-08-25,sp500,0.9036643328052333
2011-08-26,sp500,0.8082075631677124
2011-08-29,sp500,0.5432271613580679
2011-08-30,sp500,0.4846262341325811
2011-08-31,sp500,0.6532759445241512
2011-09-01,sp500,0.5133623368551895
2011-09-02,sp500,0.5841962721045085
2011-09-06,sp500,0.5841962721045085
2011-09-07,sp500,0.7125550660792952
2011-09-08,sp500,0.34975985100960594
2011-09-09,sp500,0.32271332961517013
2011-09-12,sp500,0.6141159713632445
2011-09-13,sp500,0.902269152999326
2011-09-14,sp500,0.6488564289832789
2011-09-15,sp500,0.4946187138534605
2011-09-16,sp500,0.7143624641833811
2011-09-19,sp500,0.9077999152183128
2011-09-20,sp500,1.0
2011-09-21,sp500,1.0
2011-09-22,sp500,0.6140305684355143
2011-09-23,sp500,0.39725490196078433
2011-09-26,sp500,0.4653631284916201
2011-09-27,sp500,0.6741398683717695
2011-09-28,sp500,1.0
2011-09-29,sp500,0.415404429263376
2011-09-30,sp500,1.0
2011-10-03,sp500,0.7046063304032897
2011-10-04,sp500,0.5801505666933238
2011-10-05,sp500,0.6626038781163435
2011-10-06,sp500,1.0
2011-10-07,sp500,0.7437209302325581
2011-10-10,sp500,0.800385462555066
2011-10-11,sp500,1.0
2011-10-12,sp500,0.6606634106634106
2011-10-13,sp500,0.8331764459784541
2011-10-14,sp500,0.536741214057508
2011-10-17,sp500,0.19299010147544046
2011-10-18,sp500,0.4934593572778828
2011-10-19,sp500,0.4587541407449301
2011-10-20,sp500,0.5400602837439046
2011-10-21,sp500,0.33184045012853886
2011-10-24,sp500,0.5269919868845877
2011-10-25,sp500,0.8955448476795748
2011-10-26,sp500,0.5784414965446024
2011-10-27,sp500,0.8429737859905457
2011-10-28,sp500,0.7922158337019019
2011-10-31,sp500,0.898965535723857
2011-11-01,sp500,0.613602131850307
2011-11-02,sp500,0.5073234407693932
2011-11-03,sp500,0.9145092994586482
2011-11-04,sp500,0.4203000799586097
2011-11-07,sp500,0.6143490395665736
2011-11-08,sp500,0.7000492529962239
2011-11-09,sp500,0.39559609750203883
2011-11-10,sp500,0.7331288343558282
2011-11-11,sp500,0.5497055149027307
2011-11-14,sp500,0.9377197308346987
2011-11-15,sp500,0.6869490122701594
2011-11-16,sp500,0.8495200207558592
2011-11-17,sp500,0.7587148525835218
2011-11-18,sp500,0.508349132273589
2011-11-21,sp500,0.9275434739156506
2011-11-22,sp500,1.0
2011-11-23,sp500,0.5331425359022844
2011-11-25,sp500,0.7016410994195091
2011-11-28,sp500,1.0
2011-11-29,sp500,1.0
2011-11-30,sp500,0.7124072577683097
2011-12-01,sp500,1.0
2011-12-02,sp500,0.8892462311557789
2011-12-05,sp500,0.6624888093106536
2011-12-06,sp500,0.9043395396569418
2011-12-07,sp500,0.9127636688483346
2011-12-08,sp500,0.5840678877700421
2011-12-09,sp500,0.5463164881008817
2011-12-12,sp500,0.6796465064899199
2011-12-13,sp500,0.9226666666666666
2011-12-14,sp500,0.5644645055395978
2011-12-15,sp500,0.7524359748210744
2011-12-16,sp500,0.7426891936855337
2011-12-19,sp500,1.0
2011-12-20,sp500,0.6199469068181055
2011-12-21,sp500,0.8727619810028172
2011-12-22,sp500,0.7255842612561066
2011-12-23,sp500,0.594153319856943
2011-12-27,sp500,0.4906665948884971
2011-12-28,sp500,0.52442886224836
2011-12-29,sp500,0.48128783709411116
2011-12-30,sp500,0.7776755596442809
2012-01-03,sp500,0.11866859623733719
2012-01-04,sp500,0.2865412445730825
2012-01-05,sp500,0.49986123775918806
2012-01-06,sp500,0.31673288367365793
2012-01-09,sp500,0.4988404279195033
2012-01-10,sp500,0.3088655862726406
2012-01-11,sp500,0.45359385903698535
2012-01-12,sp500,0.25572868927589365
2012-01-13,sp500,0.42689443844092784
2012-01-17,sp500,0.28400764574705323
2012-01-18,sp500,0.47848195460746623
2012-01-19,sp500,0.31190969822621517
2012-01-20,sp500,0.6371055495103374
2012-01-23,sp500,0.48939189544315775
2012-01-24,sp500,0.2971832220733189
2012-01-25,sp500,0.23937051352843733
2012-01-26,sp500,0.6210850657201918
2012-01-27,sp500,0.47958616273779636
2012-01-30,sp500,0.7313425361798728
2012-01-31,sp500,0.507655547520986
2012-02-01,sp500,0.6253816644484459
2012-02-02,sp500,0.8203886950950381
2012-02-03,sp500,0.6415918266457938
2012-02-06,sp500,0.6507827283674522
2012-02-07,sp500,0.5227646736149204
2012-02-08,sp500,0.4344031205345074
2012-02-09,sp500,0.84375
2012-02-10,sp500,1.0
2012-02-13,sp500,1.0
2012-02-14,sp500,0.84375
2012-02-15,sp500,0.5450125955716622
2012-02-16,sp500,0.521058945327264
2012-02-17,sp500,0.5098008094595667
2012-02-21,sp500,0.8194753223654958
2012-02-22,sp500,0.6926338102808691
2012-02-23,sp500,0.8582995951417004
2012-02-24,sp500,0.6753246753246753
2012-02-27,sp500,0.4402238794399913
2012-02-28,sp500,0.22369786262710106
2012-02-29,sp500,0.21054870267971076
2012-03-01,sp500,0.16050634567578176
2012-03-02,sp500,0.22739773117909934
2012-03-05,sp500,0.3340704201394795
2012-03-06,sp500,0.417839186891887
2012-03-07,sp500,0.4572984008166043
2012-03-08,sp500,0.3139031511124534
2012-03-09,sp500,0.5248660272382838
2012-03-12,sp500,0.7949229374433363
2012-03-13,sp500,0.42282176028306057
2012-03-14,sp500,0.574127042021001
2012-03-15,sp500,0.28683848121188277
2012-03-16,sp500,0.6706531312288508
2012-03-19,sp500,0.2533470648815654
2012-03-20,sp500,0.17617103657253483
2012-03-21,sp500,0.4157466355064872
2012-03-22,sp500,0.759825327510917
2012-03-23,sp500,0.566813509544787
2012-03-26,sp500,0.47834015080577597
2012-03-27,sp500,0.5407759303246239
2012-03-28,sp500,0.3896303901437372
2012-03-29,sp500,0.469327291739282
2012-03-30,sp500,0.5865746770389665
2012-04-02,sp500,0.6026766212620627
2012-04-03,sp500,0.9140570976983108
2012-04-04,sp500,0.8097205346294046
2012-04-05,sp500,1.0
2012-04-09,sp500,0.7918660287081339
2012-04-10,sp500,0.431494376004285
2012-04-11,sp500,0.4800796812749004
2012-04-12,sp500,0.489172812250458
2012-04-13,sp500,0.363832898836396
2012-04-16,sp500,0.40654843110504774
2012-04-17,sp500,0.5111601953034178
2012-04-18,sp500,0.729765708200213
2012-04-19,sp500,0.45433367182366646
2012-04-20,sp500,0.42170057001329425
2012-04-23,sp500,0.43215953949955177
2012-04-24,sp500,0.4458424421622132
2012-04-25,sp500,0.6813186813186813
2012-04-26,sp500,0.6139635968486824
2012-04-27,sp500,0.6051242149724892
2012-04-30,sp500,0.6471369049813798
2012-05-01,sp500,1.0
2012-05-02,sp500,1.0
2012-05-03,sp500,1.0
2012-05-04,sp500,1.0
2012-05-07,sp500,0.6974263853466265
2012-05-08,sp500,0.4851055434997041
2012-05-09,sp500,0.45010293639614257
2012-05-10,sp500,0.564159450368568
2012-05-11,sp500,0.5559714188499489
2012-05-14,sp500,0.3393900412713727
2012-05-15,sp500,0.705174692466705
2012-05-16,sp500,0.6516346034062395
2012-05-17,sp500,0.37507088578881703
2012-05-18,sp500,0.7106778404879995
2012-05-21,sp500,0.6649131047440112
2012-05-22,sp500,0.7398130841121495
2012-05-23,sp500,0.9201264918902377
2012-05-24,sp500,0.555366269165247
2012-05-25,sp500,0.41657392346545674
2012-05-29,sp500,0.784957627118644
2012-05-30,sp500,0.5833760903027193
2012-05-31,sp500,0.5422979797979798
2012-06-01,sp500,0.6308833883984185
2012-06-04,sp500,0.6156111929307806
2012-06-05,sp500,0.7535969185453721
2012-06-06,sp500,0.47374356660993666
2012-06-07,sp500,0.6568588782835055
2012-06-08,sp500,0.517224120296825
2012-06-11,sp500,0.4887290588544865
2012-06-12,sp500,0.7720524017467248
2012-06-13,sp500,1.0
2012-06-14,sp500,0.7083297515688128
2012-06-15,sp500,1.0
2012-06-18,sp500,0.5228872506143529
2012-06-19,sp500,0.49279071751557035
2012-06-20,sp500,0.7078105268814315
2012-06-21,sp500,0.9229115225121983
2012-06-22,sp500,0.26065252273132467
2012-06-25,sp500,0.45893201801415395
2012-06-26,sp500,1.0
2012-06-27,sp500,0.6457780138077536
2012-06-28,sp500,0.717486604968339
2012-06-29,sp500,1.0
2012-07-02,sp500,0.6193670701472948
2012-07-03,sp500,0.4015661928110339
2012-07-05,sp500,0.4793536804308797
2012-07-06,sp500,0.7347560975609756
2012-07-09,sp500,0.6201511335012595
2012-07-10,sp500,0.4695910780669145
2012-07-11,sp500,0.17720492866407264
2012-07-12,sp500,0.5576716959353615
2012-07-13,sp500,0.4542988009452402
2012-07-16,sp500,0.5260577446885781
2012-07-17,sp500,0.6551040634291377
2012-07-18,sp500,0.5006323572331939
2012-07-19,sp500,0.3107938300158438
2012-07-20,sp500,0.5279435702658709
2012-07-23,sp500,0.6084727921770835
2012-07-24,sp500,0.7970196432603296
2012-07-25,sp500,0.7308584686774942
2012-07-26,sp500,0.4594551537358611
2012-07-27,sp500,0.38435429530453513
2012-07-30,sp500,0.5799156530774403
2012-07-31,sp500,0.7622775275090466
2012-08-01,sp500,0.6905836555746673
2012-08-02,sp500,0.6069649172625655
2012-08-03,sp500,0.6158940397350994
2012-08-06,sp500,0.4765821338816541
2012-08-07,sp500,0.6420958151015371
2012-08-08,sp500,0.34754077870133115
2012-08-09,sp500,0.3051571260920589
2012-08-10,sp500,0.8588578844905905
2012-08-13,sp500,0.8569340398319021
2012-08-14,sp500,0.9350692428891284
2012-08-15,sp500,0.8102212527267061
2012-08-16,sp500,0.2112970711297071
2012-08-17,sp500,0.583732057416268
2012-08-20,sp500,0.37583348807373523
2012-08-21,sp500,0.37708830548926014
2012-08-22,sp500,0.2732696897374702
2012-08-23,sp500,0.3794094080400242
2012-08-24,sp500,0.5980342741935484
2012-08-27,sp500,0.33602883865939204
2012-08-28,sp500,0.5774212540476892
2012-08-29,sp500,1.0
2012-08-30,sp500,0.6791870337020839
2012-08-31,sp500,0.7435249526216046
2012-09-04,sp500,0.7435249526216046
2012-09-05,sp500,1.0
2012-09-06,sp500,0.5900248812485863
2012-09-07,sp500,0.6634458332616956
2012-09-10,sp500,0.5063210958325636
2012-09-11,sp500,0.4144738578479242
2012-09-12,sp500,0.4763584446124129
2012-09-13,sp500,0.6451476793248945
2012-09-14,sp500,0.8196891191709844
2012-09-17,sp500,0.9255570387103399
2012-09-18,sp500,0.6143939520647611
2012-09-19,sp500,0.4859141433499425
2012-09-20,sp500,0.6991541203383519
2012-09-21,sp500,0.6638503941064345
2012-09-24,sp500,0.2752542967379867
2012-09-25,sp500,0.3875716137665705
2012-09-26,sp500,0.4977859616817923
2012-09-27,sp500,0.38857653973933043
2012-09-28,sp500,0.538006372325899
2012-10-01,sp500,0.7435278983759447
2012-10-02,sp500,0.6157027123550309
2012-10-03,sp500,0.8941477065336416
2012-10-04,sp500,0.5285432546239539
2012-10-05,sp500,0.5764788826965689
2012-10-08,sp500,0.5764788826965689
2012-10-09,sp500,0.6854762653253694
2012-10-10,sp500,0.7193117222307575
2012-10-11,sp500,0.4579909468006246
2012-10-12,sp500,0.7881149537262543
2012-10-15,sp500,0.47713280562884786
2012-10-16,sp500,0.4558418814110583
2012-10-17,sp500,0.7892982306180015
2012-10-18,sp500,0.8596019365250135
2012-10-19,sp500,0.267579189631155
2012-10-22,sp500,0.25021985108753003
2012-10-23,sp500,1.0
2012-10-24,sp500,0.5533071579583207
2012-10-25,sp500,0.681463142478555
2012-10-26,sp500,0.8130254629231642
2012-10-31,sp500,0.6092724383334485
2012-11-01,sp500,0.5651449516827725
2012-11-02,sp500,0.4569897751658555
2012-11-05,sp500,0.38491948981358576
2012-11-06,sp500,0.5081485278376626
2012-11-07,sp500,0.46698952650465325
2012-11-08,sp500,0.5863783313863458
2012-11-09,sp500,0.5468867998229213
2012-11-12,sp500,0.4128927077626181
2012-11-13,sp500,0.5706802307925903
2012-11-14,sp500,0.5319634703196348
2012-11-15,sp500,0.4061302681992337
2012-11-16,sp500,0.6672702580353101
2012-11-19,sp500,0.5708021194957061
2012-11-20,sp500,0.7429729045327931
2012-11-21,sp500,1.0
2012-11-23,sp500,0.7429729045327931
2012-11-26,sp500,0.8029060229669557
2012-11-27,sp500,1.0
2012-11-28,sp500,1.0
2012-11-29,sp500,0.7220285813872429
2012-11-30,sp500,0.7373404693289419
2012-12-03,sp500,0.8104575163398693
2012-12-04,sp500,0.46029776674937967
2012-12-05,sp500,0.6309880239520959
2012-12-06,sp500,0.42594412466657305
2012-12-07,sp500,0.6345040406972303
2012-12-10,sp500,0.5446539835507186
2012-12-11,sp500,0.48565248738284067
2012-12-12,sp500,0.6127186009538951
2012-12-13,sp500,1.0
2012-12-14,sp500,0.5671641791044776
2012-12-17,sp500,1.0
2012-12-18,sp500,0.8385228740701145
2012-12-19,sp500,0.8420272802544995
2012-12-20,sp500,0.8262548262548263
2012-12-21,sp500,0.45264452644526443
2012-12-24,sp500,0.5494382917695801
2012-12-26,sp500,1.0
2012-12-27,sp500,0.657386931628851
2012-12-28,sp500,0.8475386331049864
2012-12-31,sp500,0.6905291240551357
2013-01-02,sp500,0.5481693066735913
2013-01-03,sp500,0.6058932654558005
2013-01-04,sp500,0.4633906403710123
2013-01-07,sp500,1.0
2013-01-08,sp500,0.6663528919569083
2013-01-09,sp500,0.5461658841940532
2013-01-10,sp500,0.5514179318246921
2013-01-11,sp500,0.30893454999015296
2013-01-14,sp500,0.3075056109400282
2013-01-15,sp500,0.43482026851450845
2013-01-16,sp500,0.2951026287360461
2013-01-17,sp500,0.4100389738318558
2013-01-18,sp500,0.31685034208693513
2013-01-22,sp500,0.49568871820882543
2013-01-23,sp500,0.5015964191325868
2013-01-24,sp500,0.22873470583925562
2013-01-25,sp500,0.6870241780306199
2013-01-28,sp500,0.9192255102213069
